Wikipedia link,Common name,Synonyms
https://en.wikipedia.org/wiki/Iguratimod,Iguratimod,Careram; Kolbet
https://en.wikipedia.org/wiki/Eldecalcitol,Eldecalcitol,Edirol
https://en.wikipedia.org/wiki/Alipogene%20tiparvovec,Alipogene tiparvovec,Glybera
https://en.wikipedia.org/wiki/Trametinib,Trametinib,Mekinist
https://en.wikipedia.org/wiki/Dextromethorphan/quinidine,Dextromethorphan/quinidine,Nuedexta
https://en.wikipedia.org/wiki/4-Fluoroethcathinone,4-Fluoroethcathinone,
https://en.wikipedia.org/wiki/Florbetapir%20%2818F%29,Florbetapir (18F),Amyvid
https://en.wikipedia.org/wiki/Norvinisterone,Norvinisterone,Neoprogestin|Nor-Progestelea
https://en.wikipedia.org/wiki/Glucarpidase,Glucarpidase,Voraxaze
https://en.wikipedia.org/wiki/Ocriplasmin,Ocriplasmin,Jetrea
https://en.wikipedia.org/wiki/Dabrafenib,Dabrafenib,Tafinlar
https://en.wikipedia.org/wiki/Quisinostat,Quisinostat,
https://en.wikipedia.org/wiki/EPI-001,EPI-001,
https://en.wikipedia.org/wiki/Aspirin/paracetamol/caffeine,Aspirin/paracetamol/caffeine,Excedrin|Vanquish
https://en.wikipedia.org/wiki/TAS-108,TAS-108,
https://en.wikipedia.org/wiki/Ospemifene,Ospemifene,Osphena; Senshio
https://en.wikipedia.org/wiki/Talimogene%20laherparepvec,Talimogene laherparepvec,T-Vec|Imlygic|Oncovex
https://en.wikipedia.org/wiki/Guselkumab,Guselkumab,Tremfya
https://en.wikipedia.org/wiki/Margetuximab,Margetuximab,Margenza
https://en.wikipedia.org/wiki/Andexanet%20alfa,Andexanet alfa,Andexxa|Ondexxya
https://en.wikipedia.org/wiki/Doravirine,Doravirine,Pifeltro
https://en.wikipedia.org/wiki/Ledipasvir,Ledipasvir,Harvoni (combination with [[sofosbuvir)
https://en.wikipedia.org/wiki/Faldaprevir,Faldaprevir,
https://en.wikipedia.org/wiki/Deleobuvir,Deleobuvir,
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20tilmanocept,Technetium (99mTc) tilmanocept,Lymphoseek
https://en.wikipedia.org/wiki/Fimasartan,Fimasartan,Kanarb
https://en.wikipedia.org/wiki/XEN-D0101,XEN-D0101,
https://en.wikipedia.org/wiki/Forasartan,Forasartan,
https://en.wikipedia.org/wiki/Delamanid,Delamanid,Deltyba
https://en.wikipedia.org/wiki/Tofogliflozin,Tofogliflozin,
https://en.wikipedia.org/wiki/Glycerol%20phenylbutyrate,Glycerol phenylbutyrate,Ravicti
https://en.wikipedia.org/wiki/Encorafenib,Encorafenib,Braftovi
https://en.wikipedia.org/wiki/Pembrolizumab,Pembrolizumab,Keytruda
https://en.wikipedia.org/wiki/PRL-8-53,PRL-8-53,
https://en.wikipedia.org/wiki/Erythromycin/sulfafurazole,Erythromycin/sulfafurazole,Pediazole
https://en.wikipedia.org/wiki/Lilotomab,Lilotomab,
https://en.wikipedia.org/wiki/Ezetimibe/atorvastatin,Ezetimibe/atorvastatin,Liptruzet|Atozet
https://en.wikipedia.org/wiki/Vilanterol,Vilanterol,
https://en.wikipedia.org/wiki/Fluticasone%20furoate/vilanterol,Fluticasone furoate/vilanterol,Breo Ellipta|Relvar Ellipta
https://en.wikipedia.org/wiki/Cadazolid,Cadazolid,
https://en.wikipedia.org/wiki/Sodium%20fluoride/malic%20acid,Sodium fluoride/malic acid,Xerodent
https://en.wikipedia.org/wiki/Saroglitazar,Saroglitazar,Lipaglyn
https://en.wikipedia.org/wiki/Cabotegravir,Cabotegravir,Vocabria|Apretude
https://en.wikipedia.org/wiki/Anifrolumab,Anifrolumab,Saphnelo
https://en.wikipedia.org/wiki/Evolocumab,Evolocumab,Repatha
https://en.wikipedia.org/wiki/Lithium%20%28medication%29,Lithium (medication),
https://en.wikipedia.org/wiki/Pyrazolam,Pyrazolam,
https://en.wikipedia.org/wiki/Selexipag,Selexipag,Uptravi
https://en.wikipedia.org/wiki/Tideglusib,Tideglusib,
https://en.wikipedia.org/wiki/Cobimetinib,Cobimetinib,Cotellic
https://en.wikipedia.org/wiki/Avibactam,Avibactam,Avycaz (formulated with ceftazidime)
https://en.wikipedia.org/wiki/Omadacycline,Omadacycline,Nuzyra
https://en.wikipedia.org/wiki/Plazomicin,Plazomicin,Zemdri
https://en.wikipedia.org/wiki/Brilacidin,Brilacidin,None as of July 2012&lt;ref name=usan /&gt;
https://en.wikipedia.org/wiki/Acetylcysteinamide,Acetylcysteinamide,
https://en.wikipedia.org/wiki/Lenapenem,Lenapenem,
https://en.wikipedia.org/wiki/NSI-189,NSI-189,
https://en.wikipedia.org/wiki/Cepharanthine,Cepharanthine,
https://en.wikipedia.org/wiki/Amitriptyline/perphenazine,Amitriptyline/perphenazine,Duo-Vil|Etrafon|Triavil|Triptafen
https://en.wikipedia.org/wiki/Bazedoxifene/conjugated%20estrogens,Bazedoxifene/conjugated estrogens,Duavee|Duavive
https://en.wikipedia.org/wiki/Tegafur/gimeracil/oteracil,Tegafur/gimeracil/oteracil,Teysuno|TS-1
https://en.wikipedia.org/wiki/Letermovir,Letermovir,Prevymis
https://en.wikipedia.org/wiki/Pacritinib,Pacritinib,
https://en.wikipedia.org/wiki/Idelalisib,Idelalisib,Zydelig
https://en.wikipedia.org/wiki/Favipiravir,Favipiravir,{{nihongo|Avigan|ã¢ãã¬ã³|Abigan}}|Avifavir|&lt;ref name=&quot;Avifavir&quot; /&gt; Areplivir|&lt;ref name=&quot;Areplivir&quot; /&gt;
https://en.wikipedia.org/wiki/Oliceridine,Oliceridine,Olinvyk
https://en.wikipedia.org/wiki/Anagliptin,Anagliptin,Suiny
https://en.wikipedia.org/wiki/Radotinib,Radotinib,Supect
https://en.wikipedia.org/wiki/Teneligliptin,Teneligliptin,Tenelia
https://en.wikipedia.org/wiki/Sodium%20nitroprusside,Sodium nitroprusside,Nipride|Nitropress
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20etarfolatide,Technetium (99mTc) etarfolatide,
https://en.wikipedia.org/wiki/Aducanumab,Aducanumab,Aduhelm
https://en.wikipedia.org/wiki/Inaperisone,Inaperisone,
https://en.wikipedia.org/wiki/Lanperisone,Lanperisone,
https://en.wikipedia.org/wiki/Silperisone,Silperisone,
https://en.wikipedia.org/wiki/Obeticholic%20acid,Obeticholic acid,Ocaliva
https://en.wikipedia.org/wiki/Palovarotene,Palovarotene,
https://en.wikipedia.org/wiki/Macimorelin,Macimorelin,Macrilen
https://en.wikipedia.org/wiki/Umeclidinium%20bromide/vilanterol,Umeclidinium bromide/vilanterol,Anoro Ellipta|Laventair Ellipta
https://en.wikipedia.org/wiki/Catridecacog,Catridecacog,Tretten|NovoThirteen
https://en.wikipedia.org/wiki/Turoctocog%20alfa,Turoctocog alfa,NovoEight|Esperoct
https://en.wikipedia.org/wiki/Tivantinib,Tivantinib,
https://en.wikipedia.org/wiki/Dinaciclib,Dinaciclib,
https://en.wikipedia.org/wiki/Topiroxostat,Topiroxostat,Topiloric|Uriadec
https://en.wikipedia.org/wiki/Gatipotuzumab,Gatipotuzumab,
https://en.wikipedia.org/wiki/Dacomitinib,Dacomitinib,Vizimpro
https://en.wikipedia.org/wiki/Metreleptin,Metreleptin,Myalept|Myalepta
https://en.wikipedia.org/wiki/Sodium%20zirconium%20cyclosilicate,Sodium zirconium cyclosilicate,Lokelma
https://en.wikipedia.org/wiki/Brincidofovir,Brincidofovir,Tembexa
https://en.wikipedia.org/wiki/JNJ-26489112,JNJ-26489112,
https://en.wikipedia.org/wiki/Medical%20abortion,Medical abortion,Mifegymiso|&lt;ref&gt;{{cite web | url=https://pdf.hres.ca/dpd_pm/00050659.PDF | title=Mifegymiso Product Monograph | publisher=Health Canada }}&lt;/ref&gt; Medabon Combipack
https://en.wikipedia.org/wiki/Elosulfase%20alfa,Elosulfase alfa,Vimizim
https://en.wikipedia.org/wiki/Florbetaben%20%2818F%29,Florbetaben (18F),Neuraceq
https://en.wikipedia.org/wiki/Novaluron,Novaluron,Novaluron
https://en.wikipedia.org/wiki/Sulfur%20%28pharmacy%29,Sulfur (pharmacy),
https://en.wikipedia.org/wiki/Ozenoxacin,Ozenoxacin,Ozanex; Xepi
https://en.wikipedia.org/wiki/Capsinolol,Capsinolol,
https://en.wikipedia.org/wiki/Carpindolol,Carpindolol,
https://en.wikipedia.org/wiki/Tenapanor,Tenapanor,Ibsrela
https://en.wikipedia.org/wiki/Cinamolol,Cinamolol,
https://en.wikipedia.org/wiki/Hydroxytertatolol,Hydroxytertatolol,
https://en.wikipedia.org/wiki/Ecastolol,Ecastolol,
https://en.wikipedia.org/wiki/Eugenodilol,Eugenodilol,
https://en.wikipedia.org/wiki/Hydroxycarteolol,Hydroxycarteolol,
https://en.wikipedia.org/wiki/Iprocrolol,Iprocrolol,
https://en.wikipedia.org/wiki/EMA401,EMA401,
https://en.wikipedia.org/wiki/Paritaprevir,Paritaprevir,Viekira Pak (in combination with [[ombitasvir|[[ritonavir and [[dasabuvir)|Technivie/Viekirax (in combination with ombitasvir and ritonavir)
https://en.wikipedia.org/wiki/Ergotamine/chlorcyclizine/caffeine,Ergotamine/chlorcyclizine/caffeine,Anervan
https://en.wikipedia.org/wiki/Activated%20charcoal%20%28medication%29,Activated charcoal (medication),CharcoAid
https://en.wikipedia.org/wiki/Azoximer%20bromide,Azoximer bromide,
https://en.wikipedia.org/wiki/Revaprazan,Revaprazan,Revanex&lt;ref&gt;{{cite web | url = https://www.drugs.com/international/revaprazan.html | title = Revaprazan | publisher = drugs.com}}&lt;/ref&gt;
https://en.wikipedia.org/wiki/Dulaglutide,Dulaglutide,Trulicity
https://en.wikipedia.org/wiki/Ceritinib,Ceritinib,Zykadia
https://en.wikipedia.org/wiki/MDX-1097,MDX-1097,
https://en.wikipedia.org/wiki/Efinaconazole,Efinaconazole,Jublia|Clenafin
https://en.wikipedia.org/wiki/Bis-choline%20tetrathiomolybdate,Bis-choline tetrathiomolybdate,Decuprate
https://en.wikipedia.org/wiki/Fostemsavir,Fostemsavir,Rukobia
https://en.wikipedia.org/wiki/Buprenorphine/samidorphan,Buprenorphine/samidorphan,
https://en.wikipedia.org/wiki/Tavaborole,Tavaborole,Kerydin
https://en.wikipedia.org/wiki/Dengue%20vaccine,Dengue vaccine,Dengvaxia
https://en.wikipedia.org/wiki/Buprenorphine/naloxone,Buprenorphine/naloxone,Suboxone|Bunavail|Zubsolv
https://en.wikipedia.org/wiki/Balovaptan,Balovaptan,
https://en.wikipedia.org/wiki/TC%20OT%2039,TC OT 39,
https://en.wikipedia.org/wiki/Imidacloprid/permethrin/pyriproxyfen,Imidacloprid/permethrin/pyriproxyfen,K9 Advantix II
https://en.wikipedia.org/wiki/Eliglustat,Eliglustat,Cerdelga
https://en.wikipedia.org/wiki/Sacubitril,Sacubitril,
https://en.wikipedia.org/wiki/RVSV-ZEBOV%20vaccine,RVSV-ZEBOV vaccine,Ervebo
https://en.wikipedia.org/wiki/Sucroferric%20oxyhydroxide,Sucroferric oxyhydroxide,Velphoro
https://en.wikipedia.org/wiki/Flutemetamol%20%2818F%29,Flutemetamol (18F),Vizamyl
https://en.wikipedia.org/wiki/Ebola%20vaccine,Ebola vaccine,Ervebo|Zabdeno|Mvabea
https://en.wikipedia.org/wiki/Abacavir/dolutegravir/lamivudine,Abacavir/dolutegravir/lamivudine,Triumeq
https://en.wikipedia.org/wiki/CAd3-ZEBOV,CAd3-ZEBOV,
https://en.wikipedia.org/wiki/Ceftolozane/tazobactam,Ceftolozane/tazobactam,Zerbaxa
https://en.wikipedia.org/wiki/Piromelatine,Piromelatine,
https://en.wikipedia.org/wiki/Ponesimod,Ponesimod,Ponvory
https://en.wikipedia.org/wiki/Aramchol,Aramchol,
https://en.wikipedia.org/wiki/Fluralaner,Fluralaner,Bravecto
https://en.wikipedia.org/wiki/Megazol,Megazol,
https://en.wikipedia.org/wiki/Sodium%20citrate/sodium%20lauryl%20sulfoacetate/glycerol,Sodium citrate/sodium lauryl sulfoacetate/glycerol,Microlax|Micolette Micro enema
https://en.wikipedia.org/wiki/6%C3%8E%C2%B2-Naltrexol,6Î²-Naltrexol,
https://en.wikipedia.org/wiki/Naproxen/esomeprazole,Naproxen/esomeprazole,Vimovo
https://en.wikipedia.org/wiki/Bococizumab,Bococizumab,
https://en.wikipedia.org/wiki/Template%3AChembox/testcases4,Template:Chembox/testcases4,
https://en.wikipedia.org/wiki/Water%20for%20injection,Water for injection,
https://en.wikipedia.org/wiki/Finafloxacin,Finafloxacin,Xtoro
https://en.wikipedia.org/wiki/Netupitant,Netupitant,
https://en.wikipedia.org/wiki/Netupitant/palonosetron,Netupitant/palonosetron,Akynzeo
https://en.wikipedia.org/wiki/Recombinant%20human%20parathyroid%20hormone,Recombinant human parathyroid hormone,Preotact|Natpara
https://en.wikipedia.org/wiki/Ombitasvir,Ombitasvir,
https://en.wikipedia.org/wiki/Tipiracil,Tipiracil,
https://en.wikipedia.org/wiki/Ripasudil,Ripasudil,Glanatec
https://en.wikipedia.org/wiki/Tarextumab,Tarextumab,
https://en.wikipedia.org/wiki/Betibeglogene%20autotemcel,Betibeglogene autotemcel,Zynteglo
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases9,Template:Infobox drug/testcases9,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases9,Template:Infobox drug/testcases9,Adderall|Dyanavel&amp;nbsp;XR|Evekeo
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases9,Template:Infobox drug/testcases9,Adderall|Dyanavel&amp;nbsp;XR|Evekeo
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases9,Template:Infobox drug/testcases9,Adderall|Dyanavel&amp;nbsp;XR|Evekeo
https://en.wikipedia.org/wiki/Filgotinib,Filgotinib,Jyseleca
https://en.wikipedia.org/wiki/Rabies%20immunoglobulin,Rabies immunoglobulin,Imogam Rabies-HT|Kedrab|Hyperrab
https://en.wikipedia.org/wiki/Limbal%20stem%20cell,Limbal stem cell,Holoclar
https://en.wikipedia.org/wiki/Copanlisib,Copanlisib,Aliqopa
https://en.wikipedia.org/wiki/Ledipasvir/sofosbuvir,Ledipasvir/sofosbuvir,Harvoni|Hepcinat-LP
https://en.wikipedia.org/wiki/Gepotidacin,Gepotidacin,
https://en.wikipedia.org/wiki/Odalasvir,Odalasvir,
https://en.wikipedia.org/wiki/Aldoxorubicin,Aldoxorubicin,
https://en.wikipedia.org/wiki/Dinutuximab,Dinutuximab,Unituxin|Isquette|Qarziba
https://en.wikipedia.org/wiki/Anthrax%20immune%20globulin,Anthrax immune globulin,Anthrasil
https://en.wikipedia.org/wiki/Bromelain%20%28pharmacology%29,Bromelain (pharmacology),NexoBrid
https://en.wikipedia.org/wiki/Ephedrine/ethylmorphine,Ephedrine/ethylmorphine,Lepheton
https://en.wikipedia.org/wiki/Grazoprevir,Grazoprevir,Zepatier (combination with [[elbasvir)
https://en.wikipedia.org/wiki/Elbasvir,Elbasvir,Zepatier (combination with [[grazoprevir)
https://en.wikipedia.org/wiki/Binimetinib,Binimetinib,Mektovi
https://en.wikipedia.org/wiki/Tucidinostat,Tucidinostat,Epidaza|Hiyasta
https://en.wikipedia.org/wiki/Samatasvir,Samatasvir,
https://en.wikipedia.org/wiki/GSK2831781,GSK2831781,
https://en.wikipedia.org/wiki/Eftilagimod%20alpha,Eftilagimod alpha,ImmuFact
https://en.wikipedia.org/wiki/Elamipretide,Elamipretide,
https://en.wikipedia.org/wiki/Enfortumab%20vedotin,Enfortumab vedotin,Padcev
https://en.wikipedia.org/wiki/Idarucizumab,Idarucizumab,Praxbind
https://en.wikipedia.org/wiki/Polatuzumab%20vedotin,Polatuzumab vedotin,Polivy
https://en.wikipedia.org/wiki/Evinacumab,Evinacumab,Evkeeza
https://en.wikipedia.org/wiki/Isatuximab,Isatuximab,Sarclisa
https://en.wikipedia.org/wiki/Obiltoxaximab,Obiltoxaximab,Anthim
https://en.wikipedia.org/wiki/Pentyl%20nitrite,Pentyl nitrite,
https://en.wikipedia.org/wiki/Cerebrolysin,Cerebrolysin,
https://en.wikipedia.org/wiki/Lumateperone,Lumateperone,Caplyta
https://en.wikipedia.org/wiki/Setmelanotide,Setmelanotide,Imcivree
https://en.wikipedia.org/wiki/N-2%C3%A2%C2%80%C2%B2-Indolylnaltrexamine,N-2â²-Indolylnaltrexamine,
https://en.wikipedia.org/wiki/Aclidinium%20bromide/formoterol,Aclidinium bromide/formoterol,Brimica Genuair|Duaklir Genuair|Duaklir Pressair
https://en.wikipedia.org/wiki/Atezolizumab,Atezolizumab,Tecentriq
https://en.wikipedia.org/wiki/Silver%20diammine%20fluoride,Silver diammine fluoride,FAgamin|Topamine|Saforide|Advantage Arrest|Cariesop|Bioride|FluoroplatV|Riva Star|e-SDF
https://en.wikipedia.org/wiki/4-Chlorokynurenine,4-Chlorokynurenine,
https://en.wikipedia.org/wiki/Almecillin,Almecillin,
https://en.wikipedia.org/wiki/Des%281-3%29IGF-1,Des(1-3)IGF-1,
https://en.wikipedia.org/wiki/3-Methylbutyrfentanyl,3-Methylbutyrfentanyl,
https://en.wikipedia.org/wiki/FMISO,FMISO,
https://en.wikipedia.org/wiki/Ieramilimab,Ieramilimab,
https://en.wikipedia.org/wiki/Naproxen/diphenhydramine,Naproxen/diphenhydramine,Aleve PM
https://en.wikipedia.org/wiki/BMS-955176,BMS-955176,
https://en.wikipedia.org/wiki/Rimeporide,Rimeporide,
https://en.wikipedia.org/wiki/Lumacaftor/ivacaftor,Lumacaftor/ivacaftor,Orkambi|Lucaftor
https://en.wikipedia.org/wiki/Sacituzumab%20govitecan,Sacituzumab govitecan,Trodelvy
https://en.wikipedia.org/wiki/Trelagliptin,Trelagliptin,Zafatek|Wedica
https://en.wikipedia.org/wiki/Ipragliflozin,Ipragliflozin,Suglat
https://en.wikipedia.org/wiki/Bismuth%20subcitrate/metronidazole/tetracycline,Bismuth subcitrate/metronidazole/tetracycline,Pylera
https://en.wikipedia.org/wiki/Etelcalcetide,Etelcalcetide,Parsabiv
https://en.wikipedia.org/wiki/Darolutamide,Darolutamide,Nubeqa
https://en.wikipedia.org/wiki/Ixazomib,Ixazomib,Ninlaro
https://en.wikipedia.org/wiki/Vosoritide,Vosoritide,Voxzogo
https://en.wikipedia.org/wiki/Imetelstat,Imetelstat,
https://en.wikipedia.org/wiki/Omarigliptin,Omarigliptin,
https://en.wikipedia.org/wiki/Norepinephrine%20%28medication%29,Norepinephrine (medication),Levarterenol|Levophed|Norepin|other
https://en.wikipedia.org/wiki/Ozanimod,Ozanimod,Zeposia
https://en.wikipedia.org/wiki/Difelikefalin,Difelikefalin,Korsuva
https://en.wikipedia.org/wiki/3-Indolepropionic%20acid,3-Indolepropionic acid,Oxigon&lt;ref name=&quot;IPA/Oxigon review&quot;&gt;{{cite journal | vauthors = Bendheim PE|Poeggeler B|Neria E|Ziv V|Pappolla MA|Chain DG | s2cid = 31107810 | title = Development of indole-3-propionic acid (OXIGON) for Alzheimer's disease | journal = Journal of Molecular Neuroscience | volume = 19 | issue = 1â2 | pages = 213â7 | date = October 2002 | pmid = 12212784 | doi = 10.1007/s12031-002-0036-0 | quote = The accumulation of amyloid-beta and concomitant oxidative stress are major pathogenic events in Alzheimer's disease. Indole-3-propionic acid (IPA|OXIGON) is a potent anti-oxidant devoid of pro-oxidant activity. IPA has been demonstrated to be an inhibitor of beta-amyloid fibril formation and to be a potent neuroprotectant against a variety of oxidotoxins. This review will summarize the known properties of IPA and outline the rationale behind its selection as a potential disease-modifying therapy for Alzheimer's disease. }}&lt;/ref&gt;
https://en.wikipedia.org/wiki/Elagolix,Elagolix,Orilissa|Oriahn
https://en.wikipedia.org/wiki/Relugolix,Relugolix,Orgovyx|Relumina
https://en.wikipedia.org/wiki/BIIB033,BIIB033,
https://en.wikipedia.org/wiki/Sacubitrilat,Sacubitrilat,
https://en.wikipedia.org/wiki/Incyclinide,Incyclinide,Metastat (proposed)
https://en.wikipedia.org/wiki/Finerenone,Finerenone,Kerendia
https://en.wikipedia.org/wiki/Patiromer,Patiromer,Veltassa
https://en.wikipedia.org/wiki/Ciraparantag,Ciraparantag,
https://en.wikipedia.org/wiki/Tradipitant,Tradipitant,
https://en.wikipedia.org/wiki/Calcipotriol/betamethasone%20dipropionate,Calcipotriol/betamethasone dipropionate,Taclonex|Enstilar|Dovobet
https://en.wikipedia.org/wiki/Immunoglobulin%20therapy,Immunoglobulin therapy,Flebogamma|Gammagard|Hizentra
https://en.wikipedia.org/wiki/SB-200646,SB-200646,
https://en.wikipedia.org/wiki/Phenylbiguanide,Phenylbiguanide,
https://en.wikipedia.org/wiki/Avelumab,Avelumab,Bavencio
https://en.wikipedia.org/wiki/CRM197,CRM197,
https://en.wikipedia.org/wiki/Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,Altavera|Alysena|Amethyst
https://en.wikipedia.org/wiki/Venetoclax,Venetoclax,Venclexta|Venclyxto
https://en.wikipedia.org/wiki/Sebelipase%20alfa,Sebelipase alfa,Kanuma
https://en.wikipedia.org/wiki/Triciribine,Triciribine,
https://en.wikipedia.org/wiki/Tranylcypromine/trifluoperazine,Tranylcypromine/trifluoperazine,Parstelin|Parmodalin|Jatrosom N|Stelapar
https://en.wikipedia.org/wiki/Acalabrutinib,Acalabrutinib,Calquence
https://en.wikipedia.org/wiki/Iodopindolol,Iodopindolol,
https://en.wikipedia.org/wiki/Buparlisib,Buparlisib,
https://en.wikipedia.org/wiki/Alectinib,Alectinib,Alecensa
https://en.wikipedia.org/wiki/Pexidartinib,Pexidartinib,Turalio
https://en.wikipedia.org/wiki/Lesinurad,Lesinurad,Zurampic
https://en.wikipedia.org/wiki/11C%20ME%40HAPTHI,11C ME@HAPTHI,
https://en.wikipedia.org/wiki/Duvelisib,Duvelisib,Copiktra
https://en.wikipedia.org/wiki/Siponimod,Siponimod,Mayzent&lt;ref name=&quot;FDA PR&quot; /&gt;
https://en.wikipedia.org/wiki/Abemaciclib,Abemaciclib,Verzenio|Verzenios|Ramiven|Zenlistik
https://en.wikipedia.org/wiki/Talazoparib,Talazoparib,Talzenna
https://en.wikipedia.org/wiki/Peginterferon%20beta-1a,Peginterferon beta-1a,Plegridy|Plegridy Pen
https://en.wikipedia.org/wiki/Miravirsen,Miravirsen,
https://en.wikipedia.org/wiki/Imalumab,Imalumab,
https://en.wikipedia.org/wiki/Lifitegrast,Lifitegrast,Xiidra
https://en.wikipedia.org/wiki/Elbasvir/grazoprevir,Elbasvir/grazoprevir,Zepatier
https://en.wikipedia.org/wiki/Indusatumab%20vedotin,Indusatumab vedotin,
https://en.wikipedia.org/wiki/Noroxymorphone,Noroxymorphone,
https://en.wikipedia.org/wiki/Ridinilazole,Ridinilazole,
https://en.wikipedia.org/wiki/Melphalan%20flufenamide,Melphalan flufenamide,Pepaxto
https://en.wikipedia.org/wiki/Evogliptin,Evogliptin,Suganon
https://en.wikipedia.org/wiki/Ribociclib,Ribociclib,Kisqali
https://en.wikipedia.org/wiki/Alpelisib,Alpelisib,Piqray
https://en.wikipedia.org/wiki/Entospletinib,Entospletinib,
https://en.wikipedia.org/wiki/Buprenorphine/naltrexone,Buprenorphine/naltrexone,
https://en.wikipedia.org/wiki/Vonoprazan,Vonoprazan,Takecab
https://en.wikipedia.org/wiki/Strimvelis,Strimvelis,Strimvelis
https://en.wikipedia.org/wiki/Rociletinib,Rociletinib,Xegafri
https://en.wikipedia.org/wiki/Niraparib,Niraparib,Zejula
https://en.wikipedia.org/wiki/Eptinezumab,Eptinezumab,Vyepti
https://en.wikipedia.org/wiki/Semaglutide,Semaglutide,Ozempic|Rybelsus|Wegovy
https://en.wikipedia.org/wiki/Dapivirine,Dapivirine,
https://en.wikipedia.org/wiki/Larazotide,Larazotide,
https://en.wikipedia.org/wiki/Sarecycline,Sarecycline,Seysara
https://en.wikipedia.org/wiki/KP1019,KP1019,
https://en.wikipedia.org/wiki/Entrectinib,Entrectinib,Rozlytrek
https://en.wikipedia.org/wiki/Oprozomib,Oprozomib,
https://en.wikipedia.org/wiki/Uridine%20triacetate,Uridine triacetate,Vistogard|Xuriden
https://en.wikipedia.org/wiki/Asfotase%20alfa,Asfotase alfa,Strensiq
https://en.wikipedia.org/wiki/AUTEN-67,AUTEN-67,
https://en.wikipedia.org/wiki/Nusinersen,Nusinersen,Spinraza
https://en.wikipedia.org/wiki/Tribromoethanol,Tribromoethanol,Avertin
https://en.wikipedia.org/wiki/Blarcamesine,Blarcamesine,
https://en.wikipedia.org/wiki/Risankizumab,Risankizumab,Skyrizi
https://en.wikipedia.org/wiki/Cycloserine/lurasidone,Cycloserine/lurasidone,
https://en.wikipedia.org/wiki/Fluciclovine%20%2818F%29,Fluciclovine (18F),Axumin
https://en.wikipedia.org/wiki/Migalastat,Migalastat,Galafold
https://en.wikipedia.org/wiki/Lefamulin,Lefamulin,Xenleta
https://en.wikipedia.org/wiki/Azamulin,Azamulin,
https://en.wikipedia.org/wiki/Insulin%20degludec/liraglutide,Insulin degludec/liraglutide,Xultophy
https://en.wikipedia.org/wiki/Epacadostat,Epacadostat,
https://en.wikipedia.org/wiki/Calcium/cholecalciferol,Calcium/cholecalciferol,Calcitrate with D|Citracal + D
https://en.wikipedia.org/wiki/Tiomolibdic%20acid,Tiomolibdic acid,
https://en.wikipedia.org/wiki/Estradiol/norethisterone,Estradiol/norethisterone,
https://en.wikipedia.org/wiki/Brolucizumab,Brolucizumab,Beovu|Vsiqq
https://en.wikipedia.org/wiki/Etirinotecan%20pegol,Etirinotecan pegol,Onzeald
https://en.wikipedia.org/wiki/Inebilizumab,Inebilizumab,Uplizna
https://en.wikipedia.org/wiki/Tezepelumab,Tezepelumab,Tezspire
https://en.wikipedia.org/wiki/Galcanezumab,Galcanezumab,Emgality
https://en.wikipedia.org/wiki/Lanadelumab,Lanadelumab,Takhzyro
https://en.wikipedia.org/wiki/Lucitanib,Lucitanib,
https://en.wikipedia.org/wiki/Bermekimab,Bermekimab,Xilonix
https://en.wikipedia.org/wiki/Erenumab,Erenumab,Aimovig
https://en.wikipedia.org/wiki/Testosterone%20propionate/testosterone%20phenylpropionate/testosterone%20isocaproate/testosterone%20caproate,Testosterone propionate/testosterone phenylpropionate/testosterone isocaproate/testosterone caproate,Omnadren|Omnadren 250
https://en.wikipedia.org/wiki/LS-1727,LS-1727,
https://en.wikipedia.org/wiki/Template%3AChembox/testcases12,Template:Chembox/testcases12,
https://en.wikipedia.org/wiki/Capmatinib,Capmatinib,Tabrecta
https://en.wikipedia.org/wiki/Burosumab,Burosumab,Crysvita
https://en.wikipedia.org/wiki/Martinostat,Martinostat,
https://en.wikipedia.org/wiki/Volixibat,Volixibat,
https://en.wikipedia.org/wiki/PZM21,PZM21,
https://en.wikipedia.org/wiki/Methaniazide/thioacetazone,Methaniazide/thioacetazone,
https://en.wikipedia.org/wiki/Nomegestrol%20acetate/estradiol,Nomegestrol acetate/estradiol,Zoely
https://en.wikipedia.org/wiki/Hydrocodone/aspirin,Hydrocodone/aspirin,Alor 5/500|Azdone|Damason-P|Lortab ASA|Panasal 5/500
https://en.wikipedia.org/wiki/Oxycodone/ibuprofen,Oxycodone/ibuprofen,Combunox
https://en.wikipedia.org/wiki/Calcium%20supplement,Calcium supplement,Alka-Mints|Calcet|Tums
https://en.wikipedia.org/wiki/Emicizumab,Emicizumab,Hemlibra
https://en.wikipedia.org/wiki/Insulin%20glargine/lixisenatide,Insulin glargine/lixisenatide,Soliqua 100/33|Suliqua
https://en.wikipedia.org/wiki/Ganaplacide,Ganaplacide,
https://en.wikipedia.org/wiki/Estradiol/progesterone,Estradiol/progesterone,Bijuva|Juvenum
