Mesh ID,Generic name,Common name,Synonyms
D058831,Ondansetron,Ondansetron,"Monohydrochloride, Ondansetron|Ondansetron Monohydrochloride|4H-Carbazol-4-one, 1,2,3,9-tetrahydro-9-methyl-3-((2-methyl-1H-imidazol-1-yl)methyl)-|Zofran|Ondansetron, (R)-Isomer|Ondansetron, (S)-Isomer|ODT, Zofran|Ondansetron|SN 307|GR-38032F|Dihydrate, Ondansetron Monohydrochloride|Hydrochloride, Ondansetron|SN307|GR38032F|Ondansetron Hydrochloride|Ondansetron, (+,-)-Isomer|Monohydrochloride Dihydrate, Ondansetron|Ondansetron Monohydrochloride Dihydrate|Zofran ODT|SN-307|GR 38032F"
D058671,Bisoprolol,Bisoprolol,"Fumarate, Bisoprolol|EMD-33512|Bisoprolol, Fumarate (2:1) Salt|Bisoprolol Fumarate (2:1) Salt, (+-)-Isomer|CL297939|Bisoprolol, (+-)-Isomer|Bisoprolol, (-)-Isomer|Bisoprolol Fumarate|Bisoprolol Fumarate (1:1) Salt, (+-)-Isomer|EMD33512|CL-297939|EMD 33512|CL 297939|Bisoprolol, Fumarate (1:1) Salt|Bisoprolol Methanesulfonate Salt|Hydrochloride, Bisoprolol|Concor|Bisoprolol Hydrochloride|Bisoprolol"
D018733,Pipecuronium,Pipecuronium,"Pipecuronium|Bromide, Pipecuronium|Pipecurium Bromide|Pipecuronium Bromide|Pipecuronium Dibromide, Dihydrate|Dihydrate Pipecuronium Dibromide|Pipecurium|Arduan|RGH-1106|Dibromide Pipecuronium|Pipecuronium Dibromide, (3 beta)-Isomer|Pipecuronium Dibromide, (17 alpha)-Isomer|RGH1106|Pipecuronium, Dibromide|Dibromide, Dihydrate Pipecuronium|Bromide, Pipecurium|RGH 1106|Pipecuronium Dibromide, (16 alpha)-Isomer"
D058665,Xamoterol,Xamoterol,"Xamoterol Fumarate|Xamoterol, (S)-Isomer|ICI 118587|ICI-118587|Xamoterol Monohydrobromide|Hemifumarate, Xamoterol|ICI118587|Xamoterol|Monohydrochloride, Xamoterol|Xamoterol Monohydrochloride|Xamoterol Hemifumarate|Corwin|Monohydrobromide, Xamoterol|Xamoterol Maleate (2:1)|Fumarate, Xamoterol|Xamtol|Carwin"
D052246,Etodolac,Etodolac,"Etodolac, Monosodium Salt, (S)-Isomer|AY-24,236|Etodolac, (+-)-Isomer|Etodolac|Etodolac, Monosodium Salt, (+-) Isomer|Ultradol|Etodolac, Monosodium Salt|Etodolac, (S)-Isomer|Etodolic Acid|AY 24,236|AY 24236|Etodolac, (-)-Isomer|AY-24236|Lodine|Ramodar"
D014665,Amlodipine,Amlodipine,"Norvasc|Amlodipine, (+-)-Isomer, Maleate (1:1)|Amlodis|Amlodipine, (R)-Isomer|Amlodipine|Amlodipine, (S)-Isomer, Maleate (1:1)|Amlodipine Besylate|Amlodipine, (+-)-Isomer|Amlodipine Maleate (1:1)|Astudal|Amlodipine Maleate|Amlor|Istin"
D050071,Toremifene,Toremifene,"FC-1157a|Fareston|FC1157a|Toremifene Citrate (1:1)|FC 1157a|Citrate, Toremifene|Toremifene, (E)-Isomer|Toremifene|Toremifene Citrate"
D016588,Fenretinide,Fenretinide,"MCNR1967|Fenretinimide|N-(4-Hydroxyphenyl)-trans-Retinamide|Fenretinide|4-Hydroxyphenylretinamide|4 Hydroxyphenylretinamide|N-(4-Hydroxyphenyl)retinamide|13-cis-Isomer Fenretinide|Fenretinide, 13 cis Isomer|MCN R 1967|4-HPR|MCN-R-1967|Fenretinide, 13-cis-Isomer"
D000959,Cilazapril,Cilazapril,"Ro 312848|Cilazapril, (S*)-Isomer|Inhibace|Cilazapril|Ro 31-2848|Ro 31 2848|Cilazapril Monohydrate|Cilazapril Monohydrobromide|Cilazapril Anhydrous|Ro312848|Cilazapril Hydrate|Ro-31-2848|Cilazapril, Anhydrous"
D000959,Fosinopril,Fosinopril,"Sodium, Fosinopril|Fosinil|SQ 28,555|Tenso Stop|SQ28,555|SQ28555|Fozitec|Newace|Staril|Fosinorm|Fosinopril, (1(S*(S*)),2 alpha,4 beta)-Isomer|Fosenopril|Fosinopril|Monopril|SQ-28555|Fosinopril Sodium|SQ 28555|Fosinopril, (1(S*(R*)),2 alpha,4 beta)-Isomer|SQ-28,555|Dynacil|Fosinopril, (1(S*(R*)),2 alpha,4 alpha)-(D-Pro)-Isomer|Tensocardil|Hiperlex|Fositens"
D018492,Remoxipride,Remoxipride,"Anhydrous, Remoxipride Hydrochloride|FLA-731|Monohydrochloride Monohydrate, Remoxipride|Remoxipride Monohydrochloride, (R)-Isomer|Monohydrochloride, Remoxipride|Hydrochloride, Remoxipride|Remoxipride Hydrochloride|(S)-3-Bromo-N-((1-ethyl-2-pyrrolidinyl)methyl)-2,6-dimethoxybenzamide|Remoxipride Monohydrochloride Monohydrate|FLA731|Hydrochloride Anhydrous, Remoxipride|Remoxipride|Remoxipride, (R)-Isomer|Remoxipride Hydrochloride Anhydrous|Remoxipride Monohydrochloride"
D039563,Cetirizine,Cetirizine,"Voltric|Zyrtec|Cetirlan|Cetirizin Basics|P071|Ceterifug|Dihydrochloride, Cetirizine|Cetidura|Aller-Tec|Cetirizin AL|Reactine|P-071|Cetirizine|Cetirizine Dihydrochloride|Cetiderm|(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)acetic Acid|Alerlisin|Cetalerg|Cetil von ct|Zirtek|Ceti TAD|CetiLich|Cetirigamma|Virlix|Ceti-Puren|Cetirizin AZU|P 071|Zetir"
D000900,Teicoplanin,Teicoplanin,Targocid|Teichomycin A2|Teicoplanin|Teichomycin
D058987,Enoximone,Enoximone,"MDL 17,043|MDL-19,438|MDL 19,438|Fenoximone|MDL 19438|MDL17,043|MDL 17043|MDL-17043|Enoximone|Perfan|MDL19,438|MDL-17,043|MDL17043"
D039563,Loratadine,Loratadine,"Alavert|4-(8-Chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylic Acid Ethyl Ester|Claritin|Sch 29851|Sch29851|Loratadine|Sch-29851|Clarium"
D017337,Sermorelin,Sermorelin,hGHRH(1-29)NH2|Sermorelin|Somatotropin-Releasing-Hormone(1-29)Amide|Sermorelin Acetate|GHRH(1-29)NH2|GRF(1-29)NH2|Geref|Growth Hormone-Releasing Factor(1-29)Amide
D007166,Cladribine,Cladribine,2-Chloro-2'-deoxyadenosine|2'-Deoxy-2-chloroadenosine|2-Chlorodeoxyadenosine|Cladribine|Leustatin
D011838,Etanidazole,Etanidazole,SR2508|NSC 301467|Etanidazole|NSC-301467|SR 2508|NSC301467|SR-2508
D065690,Paroxetine,Paroxetine,"Seroxat|Aropax|FG 7051|Paroxetine Hydrochloride Anhydrous|Paroxetine, trans-(+)-Isomer|FG-7051|Paroxetine Acetate|BRL-29060|Paroxetine, cis-(-)-Isomer|Paroxetine Hydrochloride, Hemihydrate|BRL29060|Paroxetine Hydrochloride|BRL 29060|Paroxetine Hydrochloride Hemihydrate|FG7051|Paroxetine|Paxil|Paroxetine Maleate|Paroxetine, cis-(+)-Isomer"
D018686,Sufentanil,Sufentanil,"Sufenta|Sulfentanyl|R30730|Sufentanil Curasan|Sufentanil Ratiopharm|Citrate, Sufentanil|SufentanilRatiopharm|Sufentanil|Curasan, Sufentanil|Sufentanil-Hameln|SufentanilHameln|R 30730|Sufentanil Hameln|Sufentanil-Ratiopharm|Sufentanil Citrate|R-30730|Sulfentanil"
D002316,Lisinopril,Lisinopril,Zestril|MK-521|Lisinopril|Lisinopril Sulfate (1:2)|Lysinopril|Prinivil|Lisinopril Maleate (1:1)
D005343,Nadroparin,Nadroparin,"CY-216|Fraxiparine|CY216|CY 216|Fraxiparin|Calcium, Nadroparin|Nadroparin Calcium|LMF CY216|LMF CY-216|Nadroparine|LMF CY 216|Nadroparin"
D000904,Rifabutin,Rifabutin,Rifabutin|LM 427|Ansatipin|LM-427|Ansamycin|Ansatipine|Mycobutin|LM427|Alfacid|Rifabutine
D058831,Granisetron,Granisetron,"Hydrochloride, Granisetron|Granisetron|BRL-43694A|BRL 43694|BRL43694A|Granisetron Monohydrochloride|Monohydrochloride, Granisetron|Granisetron Hydrochloride|1H-Indazole-3-carboxamide, 1-methyl-N-(9-methyl-9-azabicyclo(3.3.1)non-3-yl)-, endo-|1H-Indazole-3-carboxamide, 1-methyl-N-(9-methyl-9-azabicyclo(3.3.1)non-3-yl|Kytril|BRL-43694|BRL 43694A|BRL43694|1-methyl-N-(endo-9-methyl-9-azabicyclo(3.3.1)non-3-yl)-1H-indazole-3-carboxamide"
D000082142,Nedocromil,Nedocromil,"Tilade|Nedocromil Calcium|FPL 59002|Calcium, Nedocromil|Tilaire|Nedocromil|Nedocromil, Disodium Salt|Alocril|Irtan|FPL59002|Nedocromil Sodium|FPL-59002|Tilad|Rapitil|Nedocromil, Calcium Salt (1:1)|Sodium, Nedocromil|Brionil|9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid|Tilavist|Nedocromil, Disodium salt, Hydrate|Halamid|Cetimil"
D000900,Azithromycin,Azithromycin,"Zitromax|Ultreon|Zithromax|Zentavion|CP62993|Vinzam|Azythromycin|Toraseptol|Azithromycin|Dihydrate, Azithromycin|Sumamed|CP-62993|Azitrocin|Azithromycin Monohydrate|Monohydrate, Azithromycin|CP 62993|Azithromycin Dihydrate|Azadose|Goxal"
D065692,Itraconazole,Itraconazole,R-51211|R 51211|Itraconazole|Orungal|Sporanox|R51211
D005343,Enoxaparin,Enoxaparin,"Lovenox|EMT966|PK-10,169|PK10,169|Clexane|EMT-966|PK 10169|Enoxaparin|EMT967|PK10169|PK 10,169|EMT 967|Enoxaparine|PK-10169|EMT-967|EMT 966"
D005343,Dalteparin,Dalteparin,"FR 860|Fragmin|Dalteparin Sodium|Dalteparin|Kabi-2165|FR-860|Sodium, Dalteparin|Kabi 2165|Fragmine|FR860|Tedelparin|Kabi2165"
D019380,Stavudine,Stavudine,"Zerit|BMY 27857|D4T|BMY27857|2',3'-Didehydro-2',3'-dideoxythmidine|2',3'-Didehydro-3'-deoxythymidine|2',3' Didehydro 3' deoxythymidine|Stavudine|Stavudine, Monosodium Salt|BMY-27857"
D064804,Finasteride,Finasteride,MK 906|Chibro Proscar|Finasteride|MK-906|Propecia|Propeshia|Proscar|Eucoprost|MK906|Chibro-Proscar
D058825,Sumatriptan,Sumatriptan,"3-(2-(Dimethylamino)ethyl)-N-methyl-1H-indole-5-methanesulfonamide|GR43175|Sumatriptan|GR 43175|Imigran|Succinate, Sumatriptan|GR-43175|Sumatriptan Succinate"
D018721,Bethanechol,Bethanechol,"Myocholine|Duvoid|Bethanecol|PMS Bethanechol Chloride|Myotonine|Bethanechol Chloride|Chloride, Bethanechol|Bethanechol|Hermes, Myo|Urecholine|Urocarb|Myo Hermes|Myotonachol|PMS-Bethanechol Chloride"
D018733,Hexamethonium,Hexamethonium,"Hexamethonium Chloride|Hexamethonium Dibromide Dihydrate|Hexamethonium Diiodide|Dihydrate, Hexamethonium Dibromide|Dibromide Dihydrate, Hexamethonium|Hexamethonium Dibromide|Dimethylsulfate, Hexamethonium|Hexamethonium Dihydroxide|Chloride, Hexamethonium|Hexamethonium Dichloride Dihydrate|Hexamethonium Diperchlorate|Bitartrate, Hexamethonium|Iodide, Hexamethonium|Monotartrate, Hexamethonium|Hexamethonium Dimethylsulfate|Dihydroxide, Hexamethonium|Dichloride Dihydrate, Hexamethonium|Hexamethonium Iodide|Hexamethonium|Dibromide, Hexamethonium|Dihydrate, Hexamethonium Dichloride|Hexonium|Hexamethonium Bromide|Diperchlorate, Hexamethonium|Diiodide, Hexamethonium|Depressin|Hexamethonium Bitartrate|Hexamethonium Monotartrate|Bromide, Hexamethonium"
D018491,Fenoldopam,Fenoldopam,"Fenoldopam Hydrobromide|F 82526J|Hydrobromide, Fenoldopam|SKF-82526|SKF82526J|SKF82526|SKF 82526J|SKF-82526J|F82526J|&|SK|Fenoldopam Mesylate|F 82526|SKF 82526|Corlopam|Fenoldopam|F-82526J|F82526|F-82526"
D018492,Risperidone,Risperidone,"R-64766|R-64,766|Risperidone|R 64,766|R64766|Risperdal Consta|Consta, Risperdal|R64,766|R 64766|Risperidal"
D044088,Galanin,Galanin,Galanin|Galanin (1-29)|Galanin (1-30)
D065692,Saquinavir,Saquinavir,"Saquinavir Mesylate|Invirase|Ro 31-8959|Monomethanesulfonate, Saquinavir|Ro 318959|Saquinavir Monomethanesulfonate|Saquinivir|Ro 31 8959|Saquinavir"
D019380,Lamivudine,Lamivudine,"2',3' Dideoxy 3' thiacytidine|Lamivudine, 3TC|Lamivudine|GR109714X|3TC Lamivudine|BCH-189|Lamivudine, (+)-cis-|Lamivudine, (2S-cis)-Isomer|Lamivudine, (+-)-trans-|2(1H)-Pyrimidinone, 4-amino-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-, (2R-cis)-|BCH 189|2',3'-Dideoxy-3'-thiacytidine|GR 109714X|GR-109714X|Epivir|BCH189"
D004791,Staurosporine,Staurosporine,"8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one, 2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)-, (8alpha,9beta,10beta,12alpha)-(+)-|Staurosporine"
D058669,Idazoxan,Idazoxan,"Idazoxan|Idazoxan Hydrochloride|RX-781094|Hydrochloride, Idazoxan|RX781094|RX 781094"
D004791,Nitroarginine,Nitroarginine,"omega Nitroarginine|NG Nitro L Arginine|N(G)-Nitroarginine|N(omega)-Nitroarginine|N omega-Nitro-L-Arginine|N omega Nitro L Arginine|NG-Nitro-L-Arginine|NG Nitroarginine|omega-Nitro-L-Arginine, N|NG-Nitroarginine|NO2Arg|NOARG|Nitroarginine|omega-Nitroarginine"
D000077264,Teriparatide,Teriparatide,Teriparatide Acetate|Human Parathyroid Hormone (1-34)|Parathar|hPTH (1-34)|Teriparatide|Forteo
D050071,Alendronate,Alendronate,"Alendronate Monosodium Salt, Trihydrate|4-Amino-1-Hydroxybutylidene 1,1-Biphosphonate|MK217|Alendronate|Aminohydroxybutane Bisphosphonate|Alendronate Sodium|MK-217|MK 217|Fosamax"
D065692,Ritonavir,Ritonavir,Ritonavir|ABT-538|ABT538|Norvir|ABT 538
D017320,Indinavir,Indinavir,"Indinavir Sulfate|L-735,524|L 735 524|MK 639|L 735,524|Crixivan|L735 524|Indinavir|MK639|L735,524|Indinavir, Sulfate (1:1)|MK-639|Sulfate, Indinavir|L-735 524"
D059004,Topotecan,Topotecan,"Topotecan Hydrochloride|Hydrochloride, Nogitecan|SKF 104864 A|F 104864 A|SKF104864A|Topotecan Monohydrochloride, (S)-Isomer|9 Dimethylaminomethyl 10 hydroxycamptothecin|Topotecan|SKF-104864-A|NSC-609699|Hydrochloride, Topotecan|&|Nogitecan Hydrochloride|Hycamtin|SK|Hycamtamine|F-104864-A|9-Dimethylaminomethyl-10-hydroxycamptothecin|NSC 609699|NSC609699|F104864A"
D018696,Riluzole,Riluzole,PK26124|PK 26124|Rilutek|Riluzole|RP54274|2 Amino 6 trifluoromethoxybenzothiazole|PK-26124|RP-54274|RP 54274|2-Amino-6-trifluoromethoxybenzothiazole
D026902,Tetraethylammonium,Tetraethylammonium,"Tetraethylammonium|Tetraethylammonium Bromide|Tetraethylammonium Hydroxide|Bromide, Tetraethylammonium|Iodide, Tetraethylammonium|Tetraethylammonium Chloride|Chloride, Tetraethylammonium|Hydroxide, Tetraethylammonium|Tetraethylammonium Ion|Ion, Tetraethylammonium|Tetraethylammonium Iodide"
D019798,Neopterin,Neopterin,"Neopterin, (threo-L)-Isomer|Neopterin, (erythro-D)-Isomer|Neopterin, (threo-D)-Isomer|Neopterin, (R*, R*)-Isomer|Monapterin|Neopterin|Neopterin, (erythro-L)-Isomer|Umanopterin|2-Amino-6-(1,2,3-trihydroxypropyl)-4(3H)-pteridinone"
D000894,Mesalamine,Mesalamine,"meta Aminosalicylic Acid|Mesalazine|Mesalamine|5-Aminosalicylate|Mesalamine Hydrochloride|m-Aminosalicylic Acid|Mesalamine Monosodium Salt|Novo-5 ASA|Canasa|Novo 5 ASA|Salofalk|Asacolon|Hydrochloride, Mesalamine|Asacol|Mesasal|Rowasa|Pentasa|5 Aminosalicylic Acid|Monosodium Salt, Mesalamine|Ascolitin|Claversal|m Aminosalicylic Acid|Lixacol|5 Aminosalicylate|5-Aminosalicylic Acid|meta-Aminosalicylic Acid|Fivasa"
D047228,Losartan,Losartan,"Cozaar|2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl) (1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol|Salt, Losartan Monopotassium|MK 954|Potassium, Losartan|DuP753|MK954|Losartan Potassium|DuP 753|Losartan Monopotassium Salt|Losartan|DuP-753|Monopotassium Salt, Losartan|MK-954"
D005938,Budesonide,Budesonide,"Budesonide|Budesonide, (R)-Isomer|Pulmicort|Horacort|Rhinocort|Budesonide, (S)-Isomer|Tarpeyo"
D019161,Simvastatin,Simvastatin,MK733|MK 733|Synvinolin|Simvastatin|MK-733|Zocor
D065701,Nevirapine,Nevirapine,"BI RG 587|BIRG587|Hemihydrate, Nevirapine|Nevirapine|Nevirapine Hemihydrate|Viramune|BI-RG-587"
D017320,Nelfinavir,Nelfinavir,"Nelfinavir Mesylate|Sulfonate, Nelfinavir Monomethane|Mesylate, Nelfinavir|Nelfinavir Monomethane Sulfonate|Viracept|AG1343|Nelfinavir|AG-1343|AG 1343|Monomethane Sulfonate, Nelfinavir"
D019380,Delavirdine,Delavirdine,"U-90152|U-90152S|U 90152S|U90152S|Rescriptor|Delavirdine|U90152|Delavirdine Mesylate|Mesylate, Delavirdine|U 90152"
D058987,Milrinone,Milrinone,"Lactate, Milrinone|Milrinone Lactate|Primacor|Win47203|Milrinone|Corotrope|Corotrop|Win-47203|Win 47203"
D049990,Pinacidil,Pinacidil,"Anhydrous, Pinacidil|Pinacidil|Pinacidil Anhydrous|Pindac"
D017366,Cisapride,Cisapride,R51619|R 51619|R-51619|Cisapride|Propulsid
D007166,Sirolimus,Sirolimus,AY 22-989|I2190A|Rapamune|Rapamycin|AY 22989|I 2190A|AY 22 989|I-2190A|Sirolimus
D011500,Brefeldin A,Brefeldin A,Brefeldin A|Decumbin|Synergisidin|NSC 89671|Ascotoxin|Cyanein|NSC-89671|NSC89671
D017367,Sertraline,Sertraline,"Besitran|Rhoxal-sertraline|Gen Sertraline|Sertraline|Novo Sertraline|ratio-Sertraline|Apo Sertraline|Sertraline Hydrochloride (1S-cis)-Isomer|ratio Sertraline|Novo-Sertraline|Zoloft|Sealdin|Gladem|Aremis|Gen-Sertraline|Lustral|Sertraline Hydrochloride|Altruline|Hydrochloride, Sertraline|Rhoxal sertraline|Apo-Sertraline"
D017366,Dexfenfluramine,Dexfenfluramine,"Redux|Dexfenfluramine Hydrochloride|Dexfenfluramine|Hydrochloride, Dexfenfluramine"
D000097911,Cefixime,Cefixime,Cefixime Trihydrate|Cefixime|FR 17027|Cefixime Anhydrous|FR-17027|FK 027|FR17027|Suprax|FK027|FK-027
D020738,Leptin,Leptin,"Gene Product, Obese|Gene Product, Ob|Ob Protein|Leptin|Obese Gene Product|Ob Gene Product|Obese Protein"
D065609,Mibefradil,Mibefradil,Ro 405967|Mibefradil Dihydrochloride|Mibefradil|Posicor|Ro 40 5967|Ro 40-5967
D005765,Pancrelipase,Pancrelipase,Encron|Ku Zyme|Cotazyme|Pertzye|Cotazym S|Panokase|Pancrease|Protilase|Cotazym-S|Pancrecarb|Creon|Ku-Zyme|Pancron|Ultrase|Pancrelipase|Zymase|Viokase|Ilozyme|Lipram
D018682,Vigabatrin,Vigabatrin,gamma-Vinyl-gamma-Aminobutyric Acid|gamma Vinyl gamma Aminobutyric Acid|Vigabatrin|Sabrilex|gamma Vinyl GABA|gamma-Vinyl-GABA|Sabril
D058988,Rolipram,Rolipram,ZK-62711|ZK 62711|ZK62711|Rolipram
D018492,Raclopride,Raclopride,"FLB 472|FLA870|FLA 870|FLA-870|Raclopride|Raclopride C11|C11, Raclopride|FLB-472|FLB472"
D065089,Acarbose,Acarbose,Acarbose|Prandase|Glucor|Glucobay|Precose|Bay g 5421|Glumida
D016861,Ketorolac,Ketorolac,Ketorolac
D008996,Moclobemide,Moclobemide,"von ct, Moclobemid|Healthsense Moclobemide|Moclobemide|Manerix|Apo Moclobemide|Moclix|Chem mart Moclobemide|Moclobemid AZU|Rimoc|PMS Moclobemide|NovoMoclobemide|Ro 11-1163|Novo-Moclobemide|Moclobemid1A Pharma|Moclobemid ratiopharm|Apo-Moclobemide|Moclodura|Terry White Chemists Moclobemide|Moclobamide|Moclobemide, DBL|Moclobeta|Moclobemide, GenRX|Aurorex|AZU, Moclobemid|Moclobemid Stada|Nu-Moclobemide|Moclobemid von ct|Ro 11 1163|Feraken|Moclonorm|Nu Moclobemide|Moclobemid 1A Pharma|Stada, Moclobemid|NuMoclobemide|Moclamine|DBL Moclobemide|Deprenorm|Moclobemide, Chem mart|Moclobemid-ratiopharm|Moclobemid-1A Pharma|PMS-Moclobemide|Novo Moclobemide|Arima|GenRX Moclobemide|Ro-11-1163|Moclobemid-Puren|Moclobemid Puren|Moclobemide, Healthsense|Aurorix"
D000959,Perindopril,Perindopril,"Perindopril|Pirindopril|Erbumine, Perindopril|S9490|Perindopril Erbumine|S 94903|S 9490-3|S 9490 3|Perstarium|S 9490|S-9490"
D058647,Medetomidine,Medetomidine,"Medetomidine|MPV-785|Hydrochloride, Medetomidine|Levomedetomidine|MPV 785|MPV785|Medetomidine Hydrochloride"
D058647,Dexmedetomidine,Dexmedetomidine,"Sileo|exmedetomidine|MPV 1440|Cepedex|Precedex|Dexmedetomidine Hydrochloride|Dexmedetomidine|Dexdor|MPV1440|Sedadex|MPV-1440|Dexdomitor|Hydrochloride, D|Igalmi"
D018491,Dihydroergocornine,Dihydroergocornine,"Ergocornine, 9,10-dihydro-|Dihydroergocornine Monomesylate|Dihydroergocornine|Mesylate, Dihydroergocornine|Dihydroergocornine Mesylate|Monomesylate, Dihydroergocornine"
D018674,Dihydroergocristine,Dihydroergocristine,"Mesylate, Dihydroergocristine|Ergodavur|Monomesylate, Dihydroergocristine|Dihydroergocristine Monomesylate|Diertine|Enirant|Dihydroergocristine Mesylate|Dihydroergocristine"
D018491,Dihydroergocryptine,Dihydroergocryptine,"Monomesylate, Dihydroergocryptine|Mesylate, Dihydroergocryptine|Mesylate, Dihydroergokryptine|Almirid|Dihydroergokryptine Monomesylate|Monomesylate, Dihydroergokryptine|Dihydroergocryptine|Dihydroergokryptine Mesylate|Cripar|Dihydroergocryptine Mesylate|Dihydroergocryptine Monomesylate"
D025541,Bacteriochlorophyll A,Bacteriochlorophyll A,Bacteriochlorophyll A
D000900,Pristinamycin,Pristinamycin,RP 7293|Pyostacine|RP7293|Pristinamycin
D007306,Permethrin,Permethrin,"trans-(1RS)-Permethrin|trans permethrin|Permethrin, (1R-cis)-Isomer|PP557|PP-557|3-Phenoxybenzyl-cis,trans-(1RS)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate|Permethrin, (trans)-Isomer|NRDC 143|Permethrin, trans-(1RS)-Isomer|Permethrin, (1S-trans)-Isomer|Permethrin|permethrin, cis-(1RS)-isomer|Cyclopropanecarboxylic Acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (3-phenoxyphenyl)methyl ester|cis permethrin|NIA-33297|3-Phenoxybenzyl-(+-)-cis,trans-2,2-dichlorovinyl-2,2-dimethyl-cyclopropylcarboxylic acid, ester|NRDC-147|Permethrin, (cis)-Isomer|S3151|Elimite|Nittifor|Permethrin, (1S-cis)-Isomer|FMC-33297|FMC 33297|NRDC147|S 3151|Ambush|Permethrin, (trans-(+-))-Isomer|Permethrin, (cis-(+-))-Isomer|FMC33297|NIA 33297|NRDC-143|trans-permethrin|cis-permethrin|NIA33297|(m-Phenoxybenzyl)-cis,trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate|cis-(1RS)-permethrin|NRDC143|NRDC 147|PP 557|S-3151|Permethrin, (1R-trans)-Isomer"
D036145,Ginsenosides,Ginsenosides,Ginsenosides|Sanchinosides|Panaxosides|Ginsenoside
D020533,Endostatins,Endostatins,Endostatin|Endostatins
D050477,Urofollitropin,Urofollitropin,"Fertinex|Follitrin|Metrodin HP|Urofollitropin|Urinary Human FSH|Follicle-Stimulating Hormone, Human Urine|Metrodin High Purity|High Purity, Metrodin|Follicle Stimulating Hormone, Human Urine|Human FSH, Urinary|Bravelle|Neo Fertinorm|Metrodin"
D004791,Oseltamivir,Oseltamivir,GS-4071|Oseltamivir|GS-4104|GS4104|GS4071|GS 4104|Tamiflu|GS 4071
D004791,Zanamivir,Zanamivir,"2,3-Didehydro-2,4-Dideoxy-4-Guanidinyl-N-Acetylneuraminic Acid|2,3-Didehydro-2,4-Dideoxy-4-Guanidino-N-Acetyl-D-Neuraminic Acid|Zanamivir|4 Guanidino Neu5Ac2en|5-Acetylamino-2,6-Anhydro-4-Guanidino-3,4,5-Trideoxy-D-Galacto-Non-Enoic Acid|GG 167|GG167|4 Guanidino 2 Deoxy 2,3 Didehydro N Acetylneuraminic Acid|Relenza|4-Guanidino-Neu5Ac2en|Acid, 4-Guanidino-2-Deoxy-2,3-Didehydro-N-Acetylneuraminic|GG-167|4-Guanidino-2-Deoxy-2,3-Didehydro-N-Acetylneuraminic Acid|4-Guanidino-2,4-Dideoxy-2,3-Didehydro-N-Acetylneuraminic Acid"
D011480,Elafin,Elafin,"Peptidase Inhibitor 3, Skin derived|Protease Inhibitor 3, Skin derived|Elafin|Protease Inhibitor WAP3|Skin-Derived Antileukoproteinase|Peptidase Inhibitor 3, Skin-derived|Protease Inhibitor 3, Skin-derived|Inhibitor WAP3, Protease|Skin Derived Antileukoproteinase|Antileukoproteinase, Skin-Derived"
D004791,Atovaquone,Atovaquone,"566C|Wellvone|Mepron|compound 566|2-(trans-4-(4-chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone|566C80 hydroxynaphthoquinone|hydroxynaphthoquinone 566C80|566C80|Atovaquone|hydroxynaphthoquinone, 566C80|2-(4-(4'-chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone"
D054439,Ghrelin,Ghrelin,"Appetite-Regulating Hormone|Ghrelin Precursor|Precursor, Motilin-Related Peptide|Obestatin|Motilin-Related Peptide Precursor|GHRL Protein|Motilin Related Peptide Precursor|Motilin Related Peptide|Gastric MLTRP|Ghrelin-Obestatin Preprohormone|Appetite Regulating Hormone|Ghrelin|Ghrelin Obestatin Preprohormone|Ppghrelin|Motilin-Related Peptide|PpMTLRP|Precursor, Ghrelin|Peptide Precursor, Motilin-Related"
D000996,Levopropoxyphene,Levopropoxyphene,"Napsylate Hydrate, Levopropoxyphene|Hydrate, Levopropoxyphene 2-naphthalenesulfonate|(1R,2S)-1-Benzyl-3-dimethylamino-2-methyl-1-phenylpropyl propionate naphthalene-2-sulphonate monohydrate|Levopropoxyphene 2 naphthalenesulfonate Hydrate|Levopropoxyphene Napsylate|Levopropoxyphene Napsylate Hydrate|Hydrate, Levopropoxyphene Napsylate|Propoxyphene, (R*,S*)-(+-)-Isomer|Napsylate, Levopropoxyphene|Propoxyphene Hydrochloride, (R*,S*)-(+-)-Isomer|(1R,2R)-1-benzyl-3-(dimethylamino)-2-methyl-1-phenylpropyl propanoate naphtalene-2-sulfonic acid|Levopropoxyphene 2-naphthalenesulfonate Hydrate|Levopropoxyphene|Propoxyphene, (R-(R*,S*))-Isomer"
