Mesh ID,Common name,Synonyms
D000964,Tubercidin,"7 Deazaadenosine|Tubercidin|4-Amino-7 beta-D-ribofuranosyl-7H-pyrrolo(2,3-d)pyrimidine|7-Deazaadenosine|Deazaadenosine"
D007202,Tuberculin,PPD CG|PPD-S|PPD B|PPD-L|PPD-CG|Purified Protein Derivative of Tuberculin|PPD F|PPD-B|Tuberculin|PPD L|PPD|PPD-F
D000998,Tunicamycin,Tunicamycin
D000900,Tyrothricin,Tyrosur|Tyroderm|Tyrothricin|Martricin|Hydrotricine|Dermotricine|Codétricine
D014529,Uridine,Allo Uridine|Allo-Uridine|Uridine|Allouridine
D014598,Uteroglobin,"Clara Cell Specific Protein|Uteroglobin|Blastokinin|Clara Cell-Specific Protein|Clara Cell Secretory Protein|Secretoglobin, Family 1A, Member 1"
D007476,Valinomycin,Valinomycin
D000900,Vancomycin,"Vancocin HCl|Vancomicina Norman|Vancomycin-ratiopharm|Vancomycin|Vancomycine Dakota|Diatracin|Vancocine|Vancomycin Lilly|Sulfate, Vancomycin|Vancomycin Phosphate (1:2)|Hydrochloride, Vancomycin|Vancocin|Vancomicina Combino Phar|Vancomycin Phosphate (1:2), Decahydrate|Vancomycin Hydrochloride|VANCO-cell|AB-Vancomycin|Vancomicina Chiesi|Vanco Azupharma|Vancomicina Abbott|Vancomycin Sulfate|Vancomycin Hexal|Vanco-saar"
D014665,Verapamil,"Lekoptin|Iproveratril|Isoptine|Verapamil Hydrochloride|Hydrochloride, Verapamil|Izoptin|Isoptin|Falicard|Verapamil|Finoptin|Cordilox|Calan|Dexverapamil"
D000998,Vidarabine,"Adenine Arabinoside|Arabinosyladenine|ViraA|Vira A|9 beta Arabinofuranosyladenine|Ara-A|alpha-D-Arabinofuranosyladenine|Vidarabine|alpha D Arabinofuranosyladenine|Arabinoside, Adenine|Ara A|Arabinofuranosyladenine|9-beta-Arabinofuranosyladenine|beta-Ara A|9 beta D Arabinofuranosyladenine|alpha-Ara A|alpha Ara A|9-beta-D-Arabinofuranosyladenine|beta Ara A|Vira-A"
D018759,Viloxazine,"Viloxazine Hydrochloride, (R)-Isomer|Viloxazine Hydrochloride, (S)-Isomer|ICI58,834|Emovit|Viloxazine Hydrochloride|Viloxazine|Viloxazine, (S)-Isomer|Viloxazine, (R)-Isomer|Viloxazine, (+-)-Isomer|Viloxazine Oxalate (1:1)|ICI-58,834|Vivalan"
D050257,Vinblastine,"Cellblastin|Vinblastin Hexal|Velban|Vinblastinsulfat-Gry|Velbe|Vinblastine|Sulfate, Vinblastine|Vinblastine Sulfate|Lemblastine|Vincaleukoblastine|Vinblastina Lilly"
D014665,Vincamine,Pervincamine|Cerebroxine|Vincamine|Vincapront|Vincimax|Devincan
D050257,Vincristine,"Vintec|Oncovine|Vincristine Sulfate|Farmistin|Vincrisul|Vincristin medac|Vincasar|Vincristine|PFS, Vincasar|Onkocristin|Leurocristine|cellcristin|Sulfate, Vincristine|Vincristin Bristol|Citomid|Oncovin|Vincasar PFS"
D050257,Vindesine,"NSC 245467|Desacetylvinblastine Amide|NSC245467|Sulfate, Vindesine|Compound 112531|Enison|Vindesine Sulfate|NSC-245467|Vindesin|Vindesine|Eldisine"
D011500,Viomycin,Florimycin|Vinactane|Tuberactinomycin B|Viomycins|Celiomycin|Viocin|Viomicin|Viomycin
D011500,Virginiamycin,Eskalin|Virgimycine|Antibiotic 899|Founderguard|Staphylomycin|Stajac|Virginiamycin
D012378,Warfarin,"Warfarin|Warfant|4-Hydroxy-3-(3-oxo-1-phenylbutyl)-2H-1-benzopyran-2-one|Gen-Warfarin|Sodium, Warfarin|Apo-Warfarin|Potassium, Warfarin|Warfarin Sodium|Coumadin|Marevan|Tedicumar|Coumadine|Aldocumar|Warfarin Potassium"
D004232,Xipamide,Xipamide|Xipamid
D058647,Xylazine,BAY-Va 1470|BAY Va 1470|Xylazine Monohydrochloride|Xylazin|BAYVa 1470|Xylazine Hydrochloride|Xylaxine|Xylazine Phosphate (1:1)|Xylazine|Rompun
D064804,Yohimbine,"Hydrochloride, Yohimbine|Aphrodyne|Yohimbine|Pluriviron|Corynanthine|Corynanthine Tartrate|Rauwolscine|Yohimex|Hydrochloride, Aphrodine|Aphrodine Hydrochloride|Yohimbin Spiegel|Yohimbine Hydrochloride|Rauhimbine|Yocon|Tartrate, Corynanthine|Yohimbine Houdé"
D010937,Zeatin,Zeatin
D004968,Zeranol,Xeranol|Dihydroxyundecyl Resorcylic Acid Lactone|Zearanol|P-1496|P 1496|Ralgro|P1496|Zeranol|Zearalanol|Ralone
D018757,Zolazepam,"Zolazepam Hydrochloride|CI 716|Zolazepam|Flupyrazapon|CI-716|Hydrochloride, Zolazepam|Zolasepam|CI716|Flupyrazopon"
D020011,Mesna,"UCB 3983|UCB-3983|Mesnex|Sodium 2-Mercaptoethanesulphonate|MESNA-cell|2-Mercaptoethanesulfonate|ASTA-D 7093|Mesnum|Mistabron|ASTA D 7093|Mesna|UCB3983|Mistabronco|Mitexan|2 Mercaptoethanesulfonate|Uromitexan|MESNA cell|ASTAD 7093|2-Mercaptoethanesulphonate, Sodium|Mucofluid|Ziken|Ethanesulfonic acid, 2-mercapto-, monosodium salt|Coenzyme M"
D019161,Meglutol,"3-Hydroxy-3-methylpentanedioic Acid|3-Hydroxy-3-methylglutaric Acid|Acid, 3-Hydroxy-3-methylglutaric|3 Hydroxy 3 methylpentanedioic Acid|3 Hydroxy 3 methylglutaric Acid|Acid, 3-Hydroxy-3-methylpentanedioic|Meglutol|beta Hydroxy beta Methylglutarate|beta-Hydroxy-beta-Methylglutarate"
D000978,Droxidopa,"erythro-3,4-Dihydroxyphenylserine|3,4 Dihydroxyphenylserine|3,4-threo-DOPS|threo DOPS|3,4 threo DOPS|Droxidopa|erythro 3,4 Dihydroxyphenylserine|DL threo 3,4 Dihydroxyphenylserine|Droxidopa, (DL-Tyr)-Isomer|DL-threo-3,4-Dihydroxyphenylserine|3,4-Dihydroxyphenylserine|threo-DOPS"
D045930,Androstenediol,"delta 5 Androstene 3 beta,17 beta Diol|Delta 5-Androstenediol|5 Androstene 3beta 17beta Diol|Androst 5 ene 3 beta,17 beta Diol|Androst-5-ene-3,17-diol|5 Androstene 3,17 diol|Androst 5 ene 3,17 diol|Hermaphrodiol|delta 5-Androstene-3 beta,17 beta-Diol|Androst-5-ene-3 beta,17 beta-Diol|Delta 5 Androstenediol|5-Androstene-3beta-17beta-Diol|Androstenediol|5-Androstene-3,17-diol|Bisexovister"
D019384,Mercaptopurine,"Puri-Nethol|Purinethol|BW 57323H|Purimethol|Leupurin|6H-Purine-6-thione, 1,7-dihydro-|BW 57 323H|6 Mercaptopurine|6 Mercaptopurine Monohydrate|6 Thiohypoxanthine|Mecaptopurine Anhydrous|6-Mercaptopurine Monohydrate|Mercaptopurina Wellcome|6-Mercaptopurine|6-Thiopurine|BW 57-323H|6 Thiopurine|6-Thiohypoxanthine|Mercaptopurine|1,7-Dihydro-6H-purine-6-thione"
D015125,Oxyquinoline,"8 Hydroxyquinoline|8 Quinolinol|Oxyquinoline|Oxyquinoline Sulfate|8 Hydroxyquinoline Sulfate|8 Oxyquinoline|8-Hydroxyquinoline|Oxyquinol|Khinozol|Sulfate, 8-Hydroxyquinoline|Chinosol|Sulfate, Oxyquinoline|Quinosol|Leioderm|Bioquin|8-Oxyquinoline|8-Hydroxyquinoline Sulfate|Superol|Oxine|Oxyquinoline Potassium Sulfate (2:1)|8-Quinolinol"
D019380,Zidovudine,"BW A509U|3'-Azido-2',3'-Dideoxythymidine|BWA 509U|BWA509U|AZT, Antiviral|Antiviral AZT|3' Azido 3' deoxythymidine|AZT Antiviral|3'-Azido-3'-deoxythymidine|Retrovir|Zidovudine|BWA-509U|Azidothymidine|AZT (Antiviral)|3' Azido 2',3' Dideoxythymidine"
D010120,Dinoprostone,"E2, Prostaglandin|PGE2|Prostaglandin E2alpha|Prostenon|PGE2 alpha|alpha, PGE2|Dinoprostone|E2 alpha, Prostaglandin|Prostaglandin E2 alpha|Prepidil Gel|Gel, Prepidil|Prostaglandin E2|E2alpha, Prostaglandin|alpha, Prostaglandin E2|PGE2alpha"
D010120,Dinoprost,"9alpha,11beta-PGF2|Enzaprost F|alpha, PGF2|Prostaglandin F2 alpha|PGF2|PGF2 alpha|Prostaglandin F2|F2alpha, Prostaglandin|9alpha,11beta PGF2|Prostaglandin F2alpha|PGF2alpha|Estrofan|Dinoprost|F2 alpha, Prostaglandin"
D065609,Ofloxacin,Ofloxacine|Hoe-280|Ru43280|Hoe 280|Ofloxacin|DL 8280|Tarivid|DR3355|ORF-28489|Ru 43280|DL8280|DL-8280|ORF 28489|DR-3355|DR 3355|Ofloxacin Hydrochloride|ORF28489|Hoe280|Ru-43280
D011480,Thiorphan,"Tiorphan|Thiorphan|(3-Mercapto-2-benzylpropionyl)glycine|Thiorphan, (R)-Isomer|Thiorphan, (S)-Isomer"
D065687,Gemfibrozil,"CI719|Novo-Gemfibrozil|Novo Gemfibrozil|Gemfi 1A Pharma|Gen Gemfibrozil|GenGemfibrozil|GenRX Gemfibrozil|ApoGemfibrozil|NuGemfibrozil|Gemfibrozilo Bayvit|PMS-Gemfibrozil|Gemfibrosil|Lipox Gemfi|CI-719|Apo Gemfibrozil|Lopid R|Terry White Chemists Gemfibrozil|Gemfibrozil|Gemfibrozilo Ur|DBL Gemfibrozil|Litarek|SBPA Gemfibrozil|Healthsense Gemfibrozil|PMS Gemfibrozil|Bolutol|Apo-Gemfibrozil|Jezil|Decrelip|Gemfibrozil, Healthsense|Gemfibrozil, GenRX|Lipazil|Nu Gemfibrozil|Lipur|Gemfibrozilo Bexal|Bayvit, Gemfibrozilo|Lopid|Pilder|Chem mart Gemfibrozil|Gemfibrozil, SBPA|Trialmin|Ausgem|Gen-Gemfibrozil|Gemhexal|CI 719|Nu-Gemfibrozil"
D059005,Aclarubicin,Aclarubicin|Aclacinomycin A|NSC208734|MA 144A1|MA144A1|NSC-208734|Aclaplastin|MA-144A1|NSC 208734|Aclacin
D059005,Epirubicin,"Farmorubicina|4' Epi Doxorubicin|4'-Epiadriamycin|Epirubicin|Epirubicin Hydrochloride|Farmorubicin|4' Epidoxorubicin|NSC-256942|Ellence|4' Epiadriamycin|Pharmorubicin|EPIcell|Epilem|IMI28|EPI-cell|4'-Epi-DXR|4'-Epi-Doxorubicin|4'-Epidoxorubicin|4' Epi Adriamycin|EPI cell|IMI-28|IMI 28|Hydrochloride, Epirubicin|4' Epi DXR|4'-Epi-Adriamycin|NSC256942|Farmorubicine|NSC 256942"
D059005,Idarubicin,"Idarubicin|4 Demethoxydaunorubicin|IMI-30|4 Desmethoxydaunorubicin|NSC-256439|Hydrochloride, Idarubicin|IMI 30|4-Demethoxydaunorubicin|NSC256439|NSC 256439|4-Desmethoxydaunorubicin|IMI30|Idarubicin Hydrochloride"
D000900,Cefmenoxime,"SCE-1365|SCE 1365|Hydrochloride, Cefmenoxime|Cefmenoxime Hydrochloride (2:1)|Cefmax|Cefmenoxime|Abbott50192|Cefmenoxime Hydrochloride|Abbott 50192|Abbott-50192|SCE1365"
D018931,Octreotide,Sandoz 201-995|Sandoz 201995|SAN 201 995|SMS 201995|Octreotide Acetate|Compound 201995|Octreotide Acetate Salt|SM 201-995|SAN 201995|SM 201 995|Compound 201 995|Sandostatine|Sandoz 201 995|SMS 201 995|SMS 201-995|Sandostatin|SAN 201-995|Compound 201-995|SM 201995|Octreotide
D000900,Ceftizoxime,"Cefizox|Salt, Ceftizoxime Monosodium|FR 13749|Ceftizoxime|FK 749|Monosodium Salt, Ceftizoxime|FR13749|SK|SKF-88373|Ceftizoxime Sodium|Sodium, Ceftizoxime|F 88373 2|FK-749|Ceftizoxime Monosodium Salt|F 88373-2|FK749|FR-13749|&|SKF88373|F 883732|SKF 88373"
D000900,Cefotiam,"Hydrochloride, Cefotiam|Abbott 48999|Haloapor|CGP 14221 E|SCE-963|Abbott-48999|CGP-14221-E|SCE963|Cefotiam Hydrochloride|Abbott48999|Halospor|CGP14221E|Ceradolan|Cefotiam|SCE 963"
D000900,Cefmetazole,"CS-1170|Sodium, Cefmetazole|CS 1170|CS1170|Cefmetazon|U-72791A|Cefmetazole Monosodium Salt|Cefmetazole|Cefmetazole Sodium|U72791A|Monosodium Salt, Cefmetazole|U 72791A|Salt, Cefmetazole Monosodium|Zefazone"
D000900,Cefotetan,"YM09330|Apacef|YM-09330|Disodium Salt, Cefotetan|ICI-156834|Ceftotan|ICI 156834|Cefotetan Disodium|Disodium, Cefotetan|Apatef|YM 09330|Cefotan|ICI156834|Salt, Cefotetan Disodium|Cefotetan|Cefotetan Disodium Salt"
D065609,Enoxacin,"Enoxor|CI919|PD-107779|AT2266|CI-919|Enoxin|AT-2266|AT 2266|PD107779|Sesquihydrate, Enoxacin|PD 107779|Enoxacin|Enoxacin Sesquihydrate|CI 919|Penetrex"
D065609,Pefloxacin,"Dihydrate, Pefloxacin Mesylate|Mesylate Dihydrate, Pefloxacin|Pefloxacin Mesylate Dihydrate|Pefloxacin Mesylate|Mesylate, Pefloxacin|Peflacine|Pefloxacin, Silver|2589 R.B.|R.B., 2589|Pefloxacine|Abactal|Pefloxacin|Silver Pefloxacin"
D000970,Nimustine,NSC 245382|ACNU|Nimustine
D011480,Cilastatin,"MK-791|Cilastatin Monosodium Salt|Cilastatin|Cilastatin Sodium|Monosodium Salt, Cilastatin|Salt, Cilastatin Monosodium|MK791|MK 791|Sodium, Cilastatin|MK0791|MK 0791"
D000900,Imipenem,"MK-0787|MK 0787|Anhydrous Imipenem|Imipenem|Imipenem Anhydrous|Imipenem, Anhydrous|Anhydrous, Imipenem|N Formimidoylthienamycin|N-Formimidoylthienamycin|MK0787|Imipemide"
D013723,Isotretinoin,"Accutane|Isotretinoin Zinc Salt, 13 cis Isomer|Isotretinoin|Roaccutane|13 cis Retinoic Acid|Ro 43780|Isotretinoin Zinc Salt, 13-cis-Isomer|13-cis-Retinoic Acid|Ro 4 3780|Ro 4-3780"
D000900,Josamycin,EN-141|Josamycin|Wilprafen|EN141|Josamycine|Leucomycin A3|Kitasamycin A3|Turimycin A5|EN 141
D003049,Spiramycin,Antibiotic 799|Spiramycine|NSC64393|NSC-64393|NSC-55926|Spiramycin|Spiramycin Adipate|NSC 64393|IL5902|Rovamycin|NSC 55926|IL 5902|NSC55926|Rovamycine|IL-5902|Selectomycin
D000900,Roxithromycin,Roxigamma|Roxi-paed 1A Pharma|Rulide|Roxigrün|Roxi-Puren|RU 965|Rulid|MTW-Roxithromycin|roxi von ct|Roxi TAD|Rotramin|RU-28965|Roxithromycin|Roxi 1A Pharma|Roxi Basics|roxidura|Roxihexal|RU28965|Claramid|Biaxsig|Macrosil|Roxibeta|Roxi-Wolff|Roxi-Q|RU-965|Infectoroxit|Roxithro-Lich|RU965|Roxi-saar|RU 28965|Rotesan
D000900,Miocamycin,"9,3''-Diacetylmidecamycin|Myocamicin|9,3'' Diacetylmidecamycin|9,3''-Di-O-Acetylmidecamycin|Miocamycine|Ponsinomycin|PM 88908|Miocamycin|Miokamycin|9,3'' Di O Acetylmidecamycin|PM88908|PM-88908"
D000900,Tylosin,"Tylosin Tartrate|Hydrochloride, Tylosin|Fradizine|Tylosin|Tylosin Hydrochloride|Tartrate, Tylosin|Tylan|Tylosin Tartrate (Salt)|Tylosine"
D058892,Pentostatin,"NSC 218321|CI825|NSC218321|2' Deoxycoformycin|Nipent|CI 825|Imidazo(4,5-d)(1,3)diazepin-8-ol, 3-(2-deoxy-beta-D-erythro-pentofuranosyl)-3,4,7,8-tetrahydro-, (R)-|Deoxycoformycin|2'-Deoxycoformycin|NSC-218321|Co-Vidarabine|Pentostatin|CI-825"
D065689,Fluconazole,Flucobeta|Fungata|Fluconazol ratiopharm|Fluconazol-Isis|Fluconazol AbZ|UK 49858|Loitin|Zonal|UK-49858|Triflucan|Fluc Hexal|Neofomiral|Béagyne|Diflucan|Fluconazol-ratiopharm|Apo-Fluconazole|Fluconazol Stada|UK49858|Fluconazole|Fluconazol Isis|Fluconazol von ct|Flunazul|Apo Fluconazole|Lavisa|FlucoLich|Solacap|Fluconazol AL|Oxifungol
D008600,Mifepristone,ZK-98296|R-38486|RU 486|ZK98296|Mifégyne|RU-486|RU 38486|R 38486|RU38486|Mifepristone|Mifeprex|ZK 98296|RU486|R38486|Mifegyne|RU-38486
D014665,Felodipine,"Felodipine|Felodipin Heumann|H 15482|Von Ct, Felodipin|Felodipin AZU|Felodur|Fensel|Felodipin Stada|Felodipin-Ratiopharm|Heumann, Felodipin|Perfudal|Plendil|Agon|Felodipin Dura|Felo Puren|Felo-Puren|Felocor|Felodipin AL|Felobeta|Renedil|H 154 82|Felodipin 1A Pharma|Felodipin Von Ct|Felodipin Ratiopharm|Flodil|Felodipin AbZ|Felogamma|Munobal|H 154-82|Modip|Felo Biochemie"
D014665,Nisoldipine,Bay K 5552|Nisoldipine
D006635,Famotidine,Famotidine Hydrochloride|MK-208|Pepcid|Famotidine|YM11170|MK 208|MK208|YM 11170|YM-11170
D050257,Nocodazole,NSC-238159|NSC238159|R17934|Oncodazole|Nocodazole|R 17934|R-17934|NSC 238159
D015741,Metribolone,"R1881|R 1881|Methyltrienolone|Metribolone|Ru-1881|17 beta-Hydroxy-17 alpha-methylestra-4,9,11-trien-3-one|R-1881|Ru 1881|Ru1881"
D018686,Propofol,"Disoprofol|Propofol Rovi|Fresofol|ICI-35868|ICI35868|Propofol MCT|Aquafol|Diprivan|ICI35,868|Ivofol|Recofol|ICI 35,868|Propofol-Lipuro|Propofol Abbott|2,6-Bis(1-methylethyl)phenol|Disoprivan|Propofol|2,6 Diisopropylphenol|ICI-35,868|Propofol Fresenius|2,6-Diisopropylphenol|ICI 35868"
D018686,Alfentanil,R39209|Rapifen|Alfentanyl|Alfenta|Fanaxal|R-39209|Alfentanil|R 39209|Limifen|Alfentanil Hydrochloride
D014665,Bepridil,"CERM-1978|Bepridil|Bepridil Monohydrochloride, alpha-Isomer|Cordium|Unicordium|Bepadin|Bepridil, (-)-Isomer|1978-CERM|Bepridil Monohydrochloride, alpha Isomer|Monohydrochloride, Bepridil|Bepridil, alpha Isomer|Bepridil, (+-)-Isomer|Vascor|1978CERM|CERM 1978|1978 CERM|Bedapin|Monohydrochloride, alpha-Isomer Bepridil|Bepridil Monohydrochloride|Bepridil Monohydrochloride, Monohydrate|Bepridil, (+)-Isomer|CERM1978|Bepridil, alpha-Isomer"
D019141,Almitrine,"Monomesylate, Almitrine|Almitrine Bismesylate|Almitrine Bis(methanesulfonate)|Vectarion|Almitrine Monomesylate|Almitrine Dimesylate|Almitrine"
D050257,Albendazole,"Bendapar|Lurdex|Andazol|Zentel|Albendazole Monohydrochloride|Endoplus|Metiazol|Digezanol|Disthelm|Albenza|Bilutac|Monohydrochloride, Albendazole|SKF 62979|Gascop|Mediamix V Disthelm|SK|SKF62979|Albendoral|F 62979|Albendazole|&|Eskazole|F-62979|F62979|Valbazen|SKF-62979"
D000962,Mefloquine,"WR142,490|WR 177,602|WR 142,490|WR-142,490|Ro215998001|Mefloquine|Ro 21 5998 001|WR177,602|Ro-21-5998-001|Mephloquine|Mefloquine Hydrochloride|WR-177,602|Lariam"
D000959,Enalaprilat,"Enalaprilat|Enalaprilat Citrate, Anhydrous|Enalaprilat, (R)-Isomer, Anhydrous|1-(N-((S)-1-Carboxy-3-phenylpropyl)-L-alanyl)-L-proline dihydrate|Pres iv|MK 422|Enalaprilic Acid|Xanef|MK422|Vasotec|MK-422|Enalaprilat Dihydrate|Enalaprilat Anhydrous"
D000998,Ganciclovir,"Ganciclovir Sodium|BIOLF-62|Ganciclovir, Monosodium Salt|Ganciclovir|BW-759|Gancyclovir|Cytovene|RS-21592"
D058671,Betaxolol,"Hydrochloride, Betaxolol|Kerlon|Betaxolol|Kerlone|SL75212|ALO 1401 02|ALO-1401-02|SL-75212|Betoptima|Betaxolol Hydrochloride|Betaxolol Alcon|Alcon, Betaxolol|Betoptic|SL 75212|ALO140102|Oxodal"
D000900,Cefonicid,"Sodium Cefonicid|F-75073|SKF750732|SKF-75073-2|Cefonicid|SK|Cefonicid Monosodium|Cefonicid, Sodium|F75073|Monocid|Cefonicid Monosodium Salt|Cefonicid Disodium Salt|SKF 75073 2|F 75073|&"
D000900,Kitasamycin,Leucomycin|Kitasamycin
D019380,Zalcitabine,"ddC (Antiviral)|2',3' Dideoxycytidine|HIVID Roche|NSC-606170|2',3'-Dideoxycytidine|NSC 606170|NSC606170|Hivid|Dideoxycytidine|Zalcitabine"
D019380,Didanosine,"NSC612049|NSC 612049|Videx|2',3'-Dideoxyinosine|NSC-612049|Didanosine|ddI (Antiviral)|2',3' Dideoxyinosine|Dideoxyinosine"
D005343,Anistreplase,BRL 26921|BRL-26921|Anisoylated Plasminogen-Streptokinase Activator Complex|Anistreplase|APSAC|Eminase|Iminase|BRL26921
D014665,Iloprost,Ventavis|ZK-36374|ZK 36374|Iloprost|Ciloprost|ZK36374
D061567,Moricizine,"Hydrochloride, Moricizine|Moracizine|Moricizine|Moricizine Hydrochloride|Moracizin|EN313|Etmozin|EN 313|Ethmozin|EN-313|Ethmozine"
D000276,Thymopentin,"Thymopentin|Pentapeptide, Thymopoietin|Timunox|TP-5|Thymopoietin Pentapeptide"
D058647,Guanfacine,"BS100141|Guanfacine Monohydrochloride|Monohydrochloride, Guanfacine|Estulic|Guanfacine Hydrochloride|Guanfacine|Tenex|Hydrochloride, Guanfacine|BS-100-141|BS 100 141|Lon798"
D065095,Tacrolimus,"Anhydrous Tacrolimus|Prograft|Tacrolimus, Anhydrous|Tacrolimus Anhydrous|Anhydrous, Tacrolimus|FK 506|FK-506|FR 900506|Prograf|FR-900506|FR900506|FK506|Tacrolimus"
D006635,Nizatidine,"Nizatidine|LY139037|Axid|LY 139037|LY-139037|N-(2-(((2-((Dimethylamino)methyl)-4-thiazolyl)methyl)thio)ethyl)-N'-methyl-2-nitro-1,1-ethenediamine"
D065095,Cyclosporine,Cyclosporine|Cyclosporin|CsA-Neoral|OL 27 400|Sandimmune|CsANeoral|Ciclosporin|CyA NOF|OL 27-400|CsA Neoral|Cyclosporine A|Cyclosporin A|Sandimmun Neoral|OL 27400|Sandimmun|CyA-NOF|Neoral
D059005,Fleroxacin,Ro 23 6240|Ro 23-6240|AM 833|AM833|Fleroxacin|AM-833|Quinodis|Ro 236240
D039563,Astemizole,"Hubermizol|Alermizol|Paralergin|R 43 512|Astemina|Urdrim|Rimbol|Ratiopharm, Astemizol|Emdar|Rifedot|Laridal|Retolen|Esmacen|Romadin|Alonga, Astemizol|R43512|Simprox|Hismanal|Astemizole|R-43-512|Astemizol Alonga|Astesen|Histaminos|Fustermizol|Astemizol Ratiopharm"
D039563,Terfenadine,"Terfenidine|Hisfedin|Terfenadin AL|Rapid|Seldane|Terfenadin Ratiopharm|Terfenadine|Triludan|Balkis Saft Spezial|RMI 9918|al|Terfedura|Terfenadin Stada|Terfenadin Heumann|Terfemundin|Ternadin|Teldane|Terfenadin-Ratiopharm|Terfenadin Von Ct|RMI-9918|alpha-(4-(1,1-Dimethylethyl)phenyl)-4-(hydroxydiphenylmethyl)-1-piperdinebutanol|Cyater|RMI9918"
D010120,Misoprostol,"SC29333|Misoprostol, (11alpha,13E,16R)-Isomer|SC 30249|Misoprostol, (11alpha,13Z)-(+-)-Isomer|SC 29333|Glefos|SC30249|Misoprostol, (11beta,13E,16R)-Isomer|Apo-Misoprostol|Misoprostol|Misoprostol, (11alpha.13E,16S)-Isomer|Misoprostol, (11beta,13E)-(+-)-Isomer|SC-29333|Novo-Misoprostol|Apo Misoprostol|Misoprostol, (11alpha,13E)-Isomer|SC-30249|Novo Misoprostol|Misoprostol, (11beta,13E,16S)-Isomer|Cytotec"
D005493,Trimetrexate,"Monohydrate, Monoacetate Trimetrexate|NSC-328564|NSC 249008|CI-898|NSC249008|Trimetrexate Hydrate|CI 8|CI898|98|JB 11|Hydrate, Trimetrexate|Trimetrexate|NSC 328564|NSC-249008|NSC328564|JB-11|JB11|Trimetrexate Monohydrate, Monoacetate"
D000897,Enprostil,"Enprostil, (1alpha(R*),2beta(1E,3R*),3alpha)-(+-)-Isomer|Enprostil, (1R-(1alpha,2beta(1E,3R*),3alpha))-Isomer|Enprostil, (1alpha,2alpha(1E,3S*),3beta)-(+-)-Isomer|Gardrin|Enprostil, (1R-(1alpha(S*),2beta(1E,3R*),3alpha))-Isomer|Enprostil, (1S-(1alpha(R*),2beta(1E,3R*),3alpha))-Isomer|Enprostil|Enprostil, (1S-(1alpha(S*),2beta(1E,3R*),3alpha))-Isomer|Enprostil, (1alpha(R*),2beta(1E,3S*),3alpha)-(+-)-Isomer|RS-84135|Enprostil, (1alpha,2beta(1E,3R*),3alpha)-(+-)-Isomer|RS84135|Enprostil, (1R-(1(R*),2beta(1E,3R*),3alpha))-Isomer|RS 84135"
D065690,Bupropion,"Bupropion Hydrochloride|Bupropion, (+-)-Isomer|Bupropion Hydrochloride, (+-)-Isomer|Zyntabac|Bupropion|Wellbutrin|(+-)-1-(3-Chlorophenyl)-2-((1,1-dimethylethyl)amino)-1-propanone|Amfebutamone|Zyban (Anti-Smoking)|Quomen|Zyban (Bupropion)"
D065689,Fluvoxamine,"Fluvoxamin beta|Dumirox|Novo Fluvoxamine|PMS-Fluvoxamine|Fluvoxamin-neuraxpharm|Faverin|DU-23000|Desiflu|Fluvoxamin AL|Fluvoxamine, (Z)-Isomer|Fluvoxamin-ratiopharm|Fluvoxamina Geminis|Geminis, Fluvoxamina|Fevarin|Luvox|PMS Fluvoxamine|Fluvoxamine Maleate|DU 23000|Fluvoxamin Stada|Nu-Fluvoxamine|DU23000|Novo-Fluvoxamine|Fluvoxamin ratiopharm|Fluvoxamin neuraxpharm|Fluvoxamine|Fluvoxamine Maleate, (E)-Isomer|Nu Fluvoxamine|ratio Fluvoxamine|ratio-Fluvoxamine|Fluvoxadura|Floxyfral"
D015842,Gabexate,"Gabexate|Gabexate Monomethanesulfonate, 14C Labeled Cpd|Gabexate Methanesulfonate|Gabexate Mesylate|Monomethanesulfonate, Gabexate|Gabexate Monomethanesulfonate|Foy|Gabexate Mesilate|Mesylate, Gabexate|Mesilate, Gabexate|Gabexate Monomethanesulfonate, 14C-Labeled Cpd|Methanesulfonate, Gabexate"
D061567,Tocainide,"Tocainide Monohydrochloride|Xylotocan|W 36095|Tocainide|Tonocard|Hydrochloride, Tocainide|Tocainide, (S)-Isomer|Tocainide Monohydrochloride, (+-)-Isomer|Tocainide Monohydrobromide, (R)-Isomer|Tocainide Monohdyrochloride, (R)-Isomer|Tocainide, (R)-Isomer|Tocainide Monohydrochloride, (S)-Isomer|W-36095|Tocainide Hydrochloride|Tocainide, (+-)-Isomer|W36095"
D019384,Mitomycin,NSC 26980|NSC26980|MitocinC|Mitocin-C|Mutamycin|Ametycine|Mitomycin|Mitocin C|NSC-26980|Mitomycin-C|Mitomycin C
D061567,Encainide,"Encainide Hydrochloride|Encainide|Encainide Hydrochloride, (+-)-Isomer|MJ9067|Enkaid|Encainide, (+)-Isomer|MJ 9067|Encainide, (-)-Isomer|MJ-9067"
D018687,Ritanserin,"R55667|6-(2-(4-(Bis(4-fluorophenyl)methylene)-1-piperidinyl)ethyl)-7-methyl-5H-thiazolo(3,2-a)pyrimidin-5-one|R-55667|Ritanserin Tartrate|R 55667|Ritanserin Hydrochloride|Ritanserin"
D018931,Leuprolide,"Enantone|Monoacetate, Leuprolide|Lupron|Leuprolide Monoacetate|TAP 144|Leuprolide Acetate|A-43818|Leuprorelin|Acetate, Leuprolide|A43818|TAP-144|Leuprolide|TAP144|Leuprolide, (L-Leu)-Isomer|Leuprolide, (DL-Leu)-Isomer|A 43818"
